majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목,lClass,class_type
210,보건관리학과,"여러 사람들을 만나 그들의 건강 상태를 살펴주어야 하므로 사람들을 만나고 대화하기를 좋아하는 사람이면 좋습니다. 상황판단력과 순발력이 필요하며, 상담, 심리 등에 관한 지식과 기본적인 의료 상식이 있어야 합니다. 건강을 저해하는 요인들을 연구하고 적용하는 분야이므로 안전이나 위생을 잘 이해하는 학생에게 적합합니다.","사회가 발전함에 따라 국민의 건강에 대한 인식이 높아져 보건ㆍ복지 서비스의 요구가 늘어나고, 보건 의료 기관에서도 고도의 전문성을 갖춘 보건ㆍ의료 행정 책임자를 요구하고 있습니다. 건강증진과 삶의 질 향상에 대한 요구 증가와 함께 보건전문인에 대한 수요 역시 날로 증가하고 있습니다.","영어, 수학, 과학, 정보","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 정보","화학Ⅱ, 생명과학Ⅱ. 지식 재산 일반",의약계열,이과계열
10119,사이버국방학과,"인터넷이나 컴퓨터 정보기술, 사이버 해킹 대회, 컴퓨터 보안 문제, 컴퓨터 백신 개발 등에 흥미가 있는 사람에게 유리합니다. 컴퓨터 프로그래밍 언어에 대한 기초 지식을 가지고 있거나 각종 프로그램 개발 논리를 평소에 생각해보는 노력이 필요하고. 국방 관련 분야이므로 투철한 국가관과 국방에 대한 지식도 필요합니다.","디도스 공격, 금융 전산망 해킹, 개인정보의 대규모 유출사고 등 사이버 정보보안 관련 문제가 발생하면서 국가적으로도 정보보안에 대한 지원과 관심이 높아지고 있습니다. 사물인터넷, 무인자동차, 정찰용 드론 등 정보기술 발전이 가속화 될수록 정보 보안 인력에 대한 수요도 늘어날 전망입니다.","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구",공학계열,이과계열
245,산림자원학과,"평소에 식물 및 에너지 등 자원에 대해 관심이 있거나, 실험ㆍ실습에도 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 특히 기초 과학 분야에 능력이 있고 공학적인 마인드가 있다면 이 학과 공부에 도움이 됩니다. 자원에 대한 분석과 연구를 위해서는 실험ㆍ실습 능력이 필요합니다.  ","현대 사회에서 참살이(well-being)와 여가에 대한 관심이 높아진 만큼, 산림 자원이 주는 혜택을 지속 가능하게 유지하는 것은 중요한 문제가 되었습니다. 산림자원학과는 무궁무진한 자원을 지닌 산림에 대해 연구하고 보호ㆍ관리한다는 측면에서 우리 모두에게 중요한 기능을 하는 전공이라고 볼 수 있습니다.  ","과학, 교양, 사회, 영어","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 물리Ⅰ<br>교양교과 : 환경, 보건학, 논술, 철학, 생활과 창의성, 진로와 직업, 실용경제 <br>사회교과 : 한국지리, 세계지리, 경제, 생활과 윤리","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 공학일반, 창의경영, 여행 지리, 실용수학",자연계열,이과계열
250,산업공학과,"평소 수치적인 계산을 통한 합리적인 의사결정을 좋아하거나, 일의 처리 과정을 효율화하는 것에 흥미가 있는 사람은 관심을 가져 볼 만합니다. 특히 공학과 경영의 적성을 모두 가진 사람에게 유리합니다. 수리에 능하고 체계적으로 일의 프로세스를 설계하는 능력이 있는 사람에게 적합합니다.","산업공학을 공과대학 내의 경영학이라고 합니다. 이는 현장의 산업 기술을 공학적 기법으로 경영하는 방법을 탐구하기 때문입니다. 이 학과는 전통적인 공학과는 다르게 특정 산업에 국한되지 않고, 전 분야에 사용되는 시스템적 접근법과 분석적 방법론을 배우는 곳입니다.","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리 <br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구, 창의 경영, 지식 재산 일반",공학계열,이과계열
260,생명공학과,"어떤 현상에 대해 집중하여 깊이 파고들고 생물에 대한 호기심을 지닌 사람에게 적합합니다. 원리 탐구에 대한 끈기, 집중력과 성실성이 필요합니다. 생명을 직접적으로 다루는 학문이기 때문에 높은 수준의 윤리의식도 필요합니다. ","생명체를 연구한다는 점에 있어서는 생물학, 생명과학과와 유사하지만, 생물학과 생명과학과가 기초과학에 보다 방점을 두고 생명 그 자체에 대해 연구하는 반면 생명공학과는 생명과학에서 얻은 지식을 응용하는 것에 초점이 있다는 점에 다소 차이가 있습니다.   ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반",자연계열,이과계열
261,생명과학과,"평소에 생명체의 생명 현상에 대하여 관심이 있다면 이 학과에 관심을 가져 볼 만합니다. 생명 현상을 이해하기 위해서는 창의적인 문제 제기나 자기 주도적인 문제 해결 능력이 있다면 도움이 됩니다. 특히, 실험이나 연구의 원인을 꼼꼼히 분석하고 반복적인 실험을 계속하는 인내심을 가진 학생이라면 더욱 좋습니다.",생명과학과는 대체로 기존의 생물학과에서 발전된 경우가 많습니다. 따라서 기초 과학과 생물학에 깊게 기반하고 있습니다. 최근 생명 현상의 연구가 삶에 유익하고 산업에 이용 가능하게 되면서 생명과학의 중요성이 높아지고 있기 때문에 생명과학 분야는 미래성장 동력으로서 향후 발전 가능성이 높습니다.,"과학, 윤리, 교양, 수학","과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 환경, 보건학, 철학, 생활과 창의성, 논술","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 사회문제 탐구",자연계열,이과계열
10048,생물산업기계공학과,"평소 생물, 물리, 기계 ㆍ 기술 등의 과학 분야 과목을 좋아하며 농산물상품 제조 및 공정에 관심이 있으면 좋습니다. 또한 사물, 도구, 기계 및 동물들에 대한 명확하고 질서정연하며 체계적인 조작을 필요로 하는 활동들을 선호하는 학생에게 적합합니다. 복잡한 기계의 관찰과 수리에 적합한 강한 인내심과 꼼꼼함, 적응력과 자기통제능력 등을 필요로 합니다. ",공학과 농ㆍ생물 자원을 함께 아우르는 학문 특성상 진출분야가 포괄적입니다. 기계 및 공학 분야 중에서도 농기계를 연구개발하는 내용을 다루는 고유의 학과 특성이 있다는 점을 이해하고 세부 학과 전공을 탐색할 필요가 있습니다. ,"수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반",자연계열,이과계열
265,생물학과,"평소에 식물, 동물 및 인간의 생명 현상에 관심이 많다면 이 학과에 관심을 가져 볼 만합니다. 생명 현상을 단순히 받아들이기보다는 왜 그럴까’라는 의문을 갖고 밝혀내는 끈기있는 학생이라면 생물학과가 적합합니다. 특히 생물이나 화학과 같은 기초 과학 분야에 적성이 있다면 학과 공부에 도움이 됩니다. ","최근 생물학과는 첨단 과학의 접근 방법을 사용하여생명 현상의 본질을 탐구합니다. 기본 생물학 교과외에도 분자생물학, 유전공학, 면역학 등 생명과학을 공부합니다. 특히, 최근 DNA 마이크로칩, 생명정보과학, 조직재생공학과 같은 의생명과학 분야나 생태환경과학 분야도 특성화되고 있습니다. ","과학, 윤리, 교양, 수학","과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 보건학, 환경, 철학, 생활과 창의성, 인문학적 감성과 역사 이해","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 고전과 윤리",자연계열,이과계열
267,생화학과,"기본적으로 생물학, 화학 두 분야와 밀접한 연관이 있기 때문에 해당 과목들에 대한 관심이 필요합니다. 어떤 현상에 대해 반복적인 실험을 진행하고 결과를 기다려야 하기 때문에 끈기와 인내심이 필요합니다. ","구조생물학, 유전체학, 단백체학, 면역학, 바이러스학 등 다양한 영역에서 일어나는 생화학적 반응을 연구하기 때문에 생명과학과 현대의학 분야의 발전에 많은 공헌을 했다고 평가되었으며, 앞으로도 많은 연구가 이루어질 분야로 보여집니다.  ","과학, 윤리, 교양, 수학","과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 보건학, 환경, 철학, 생활과 창의성, 인문학적 감성과 역사 이해","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 고전과 윤리",자연계열,이과계열
279,섬유공학과,"옷의 재질과 디자인, 색상에 대해서 관심이 있거나 화학, 물리, 수학과 같은 기초 과학 과목에 흥미가 있으면 도움이 됩니다. 평소 새로운 것에 대한 호기심이 많거나 새로운 소재를 개발하고 다양한 공학적 문제를 해결하기 위한 창의력을 가진 사람에게 적합합니다.","섬유는 의복을 만드는 합성섬유 뿐만 아니라, 섬유에 LED를 넣은 LED섬유, 전기적인 기능이 들어간 스마트 섬유, 비행기나 우주선 제조에 사용되는 탄소섬유와 특수섬유 등 전기, 전자, 항공, 화학, 패션 등 다양한 분야에서 섬유공학 기술이 사용되고 있습니다. 따라서 섬유공학과는 앞으로도 다양한 부가가치를 만들어 내는 학과로 전망됩니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 공학 일반",공학계열,이과계열
285,세라믹공학과,"유리나 도자기와 같은 세라믹 재료의 제품이 만들어지는 과정, 제조원리 등에 관심이 많은 사람에게 유리합니다.
세라믹 제조 과정은 새로운 재료 개발과 제품을 만들기 위한 다양한 연구와 실험을 하게되는데 이를 잘 수행하기 위해 논리적으로 생각 할 수 있는 능력과 다양한 문제 해결을 위한 창의력이 필요합니다. ","세라믹은 도자기, 유리, 시멘트와 같은 전통적인 재료와 차세대 반도체 재료, 광섬유, 고온 초전도체, 전기자동차용 전지 재료, 인조 뼈와 치아, 고강도 기계 부품 재료, 우주선 단열타일 및 발사용 내열재료, 원자로의 구조물과 같은 최첨단 세라믹 재료로 구분되고 종류도 다양합니다. 거의 모든 산업 분야에 세라믹 재료가 사용되고 있습니다.","수학, 영어, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 영어권 문화, 물리학Ⅱ, 화학Ⅱ, 공학 일반",공학계열,이과계열
10015,소방방재학과,"평소 각종 재난이나 사건 사고, 화재의 예방과 원인 등에 대해 관심을 가진 사람에게 유리합니다. 소방방재학은 각종 재난을 사전에 예방하고 방지하기 위해 기계,, 전기, 재료, 소방 분야에 대한 지식과 창의적인 사고능력 및 문제 해결을 위한 논리적인 사고 능력이 필요합니다.","소방방재 분야에도 IT기술과 네트워크, 인공지능, 사물인터넷을 활용한 기술이 개발되고 사용되고 있습니다. 단순히 집안이나 건물에 설치된 화재 감지기가 아닌 사물인터넷과 IT기술, 센서기술, 데이터 분석 기술을 활용하여 화재를 예방하는데 활용되고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
290,소프트웨어공학과,"IT 기술을 이용한 컴퓨터나 각종 장비, 스마트 기기, 무인 키오스크 등의 작동을 시켜주는 여러 소프트웨어나 작동원리에 관심을 갖고 좋아하는 사람에게 유리합니다. 소프트웨어를 개발하기 위해서는 컴퓨터 프로그래밍 언어를 배워야 하는데 이에 필요한 논리적인 사고 능력과 여러 복잡한 문제를 소프트웨어를 통해 해결해 낼수 있는 창의력도 필요합니다. ","소프트웨어공학은 전 산업 분야에서 정보시스템과 정보기술 도입의 중요성이 커지고 있습니다. 회사에서 이루어지는 대부분의 업무가 컴퓨터와 소프트웨어를 이용하고 있고, 업무에 관련된 소프트웨어가 없이는 일을 할 수 없을 정도로 중요성이 커지고 있습니다. 따라서 소프트웨어 개발과 유지ㆍ운영에 대한 수요도 지속적으로 증가하고 있습니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 생활과 과학, 융합과학, 공학 일반",공학계열,이과계열
21014,수산학과,해저 환경과 수산물에 대한 호기심과 관심을 지니는 사람에게 추천할 만 합니다. 생물을 끊임없이 연구하는 자세가 필요하며 생명 과목에 대한 기초적인 소양이 필요합니다. 생물에 관한 실험과 실습을 진행하거나 직접 수산물을 다루는 것에 대한 거부감이 없으면 도움이 됩니다. ,"우리나라는 삼면이 바다로 이루어져 있기 때문에 수산자원의 효율적인 이용이 중요하며 이에 지속적으로 관심을 받아온 학과입니다. 최근에는 수산생명, 해양생산과 같은 명칭으로 개설되어 있는 경우가 많으며 크게 수산생물의 치료 또는 가공으로 구분된다는 점을 참고하여 세부적인 학과정보를 탐색할 필요가 있습니다. ","과학, 윤리, 교양, 수학","과학교과 : 화학Ⅰ, 생명과학Ⅰ<br>사회교과 : 생활과 윤리, 사회문화, 윤리와 사상<br>교양교과 : 환경, 보건학, 철학, 생활과 창의성, 논술","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 사회문제 탐구",자연계열,이과계열
296,수의학과,"평소 동물을 돌보거나 치료하는 것에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 기초과학뿐 아니라 생물, 화학 등에 관한 적성이 있다면 학과 공부에 도움이 됩니다. 그리고 실험이나 연구에 소질이 있다면 동물 치료나 생명공학 연구를 하는 데에 도움이 됩니다.","최근 새로운 동물 유래 질병이 나타나고, 동물을 활용하여 인간에게 유익한 의약품 개발이나 첨단생명공학 연구 등이 이루어지고 있습니다. 따라서 수의학과의 위상과 역할도 확대되고 있으며, 단순한 동물 질병치료가 아니라 각종 생명공학 연구로 그 범위가 확대되고 있습니다.","영어, 수학, 과학, 윤리","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학","생명과학Ⅱ, 화학Ⅱ",자연계열,이과계열
298,수학과,"문제의 해답을 얻는 것보다 이를 해결하고 증명해 나가는 과정을 중요하게 여기고, 또 이러한 문제 해결과정을 재미있게 느끼는 사람이면 좋습니다. 논리적인 사고와 분석력, 추리력을 갖추고 있어야 하며, 현대수학은 컴퓨터 활용이 많기 때문에 컴퓨터 활용 능력을 갖추면 공부에 많은 도움이 됩니다.","수학은 많은 현상을 설명하고 예측 가능하게 하기때문에 모든 과학 분야에서 필수적으로 이용됩니다. 수학적 사고력을 바탕으로 한 응용 수학은 컴퓨터, 최첨단 기술, 생명공학 등의 발전과 더불어 자연과학, 공학, 인문과학, 사회과학, 생명공학, 금융공학 등 다양한 분야에 광범위하게 응용되고 있습니다.","수학, 사회, 정보, 과학","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 사회문화, 경제, 생활과 윤리<br>생활ㆍ교양교과 : 정보, 논리학, 철학, 논술, 실용경제, 교육학","실용수학, 기하, 경제수학, 수학과제탐구, 물리학Ⅱ",자연계열,이과계열
310,시스템경영공학과,"회사가 어떤 방식으로 일을 하고 운영하는지에 대해 관심이 많고, 어떤 일을 해도 효율적인 방법을 찾는 것을 좋아하고, 공학과 경영 분야에 관심이 많은 사람에게 유리합니다. 시스템경영공학은 기업의 복잡하고 다양한 문제를 IT와 컴퓨터 공학기술을 이용해 체계적으로 접근하고 해결 할 수 있는 창의력 및 논리적인 사고 능력이 필요합니다.","시스템경영공학과는 점점 고도화되고 복잡해지는 산업과 생산 환경에 대해 보다 효율적인 시스템 개발과 운영을 위해 최적의 관리 도구나 방법을 개발 합니다. 이를 위해 다양한 최신 공학기술, 수리적 도구와 컴퓨터 응용 기술을 활용합니다. 스마트 팩토리 개발 및 운용 빅데이터를 활용한 경영시스템 개발 등 산업의 전 분야에 걸쳐 활용되고 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구, 창의 경영, 지식 재산 일반",공학계열,이과계열
311,시스템공학과,"복잡한 문제를 풀거나 해결 방법을 찾는 것을 좋아하고 공학과 제조, 생산, 공정 분야에 관심이 많은 사람에게 유리합니다. 시스템공학 분야는 여러 복잡하고 다양한 문제를 IT와 컴퓨터, 시스템 공학기술을 이용해 체계적으로 접근하고 해결 하는데 이때 창의력 및 논리적인 사고 능력이 필요됩니다.","오늘 주문한 상품이 하루도 안돼서 도착하거나, 저녁에 주문한 상품이 새벽에 도착 할 수 있는 것은 물류 서비스, 인공지능, 빅데이터, IT, 네트워크 기술, 이커머스, 모바일 기술, 자동화 기반 마련 등 시스템 공학적 분석과 접근이 있었기에 가능한 일입니다. 실제로 시스템 공학기술은 우리 생활에 가까운 곳에서 널리 사용되고 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구, 창의 경영, 지식 재산 일반",공학계열,이과계열
21016,식량자원학과,"자연과 생명을 중시하는 소양을 갖추고 성실한 자세로 꾸준히 노력하며 지식을 습득하려는 자세가 필요합니다. 생명과학과 관련된 분야이기 때문에 기본적으로 생물, 자연 과목에 소양이 있으면 도움이 됩니다.  ","과거의 식량생산업은 영세한 1차 산업으로 여겨졌으나 이제는 고도의 생명과학 및 정보과학기술이 투입되는 첨단종합산업, 건강산업으로 발전해가는 추세를 보입니다. 고품질의 먹을거리를 안정적으로 생산ㆍ공급ㆍ이용하기 위해 유전학 및 생리생화학 지식을 활용한 연구와 실험을 진행합니다.  ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 농업 생명과학, 공학 일반, 가정과학",자연계열,이과계열
450,식물자원학과,"자연과 환경을 사랑하는 마음과 관심이 필요합니다. 나무를 비롯한 산림 자원과 풀, 꽃, 채소 등 다양한 식물의 생리를 이해해야 하기 때문에 화학이나 물리, 생물 등 기초과학에 소질이 있으면 도움이 됩니다. 다양한 식물을 관찰하고 자료를 조사하는 능력과 연구를 꼼꼼하게 진행하고 결과를 정확하게 정리하는 능력, 효율성을 도모할 수 있는 아이디어를 지닌 응용력이 필요합니다. ","자연을 보호하면서도 자원을 효율적으로 이용하는 것에 대한 관심이 높아지고 있고, 안전한 먹을거리를 얻는 일이 중요해지고 있어 이를 연구하는 식물자원학은 지속적으로 주목받고 있습니다. ","과학, 교양, 영어","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 물리Ⅰ<br>교양교과 : 환경, 보건학, 논술, 생활과 창의성, 진로와 직업<br>영어ㆍ생활교과 : 영어Ⅰ, 영어Ⅱ, 기술가정, 정보","생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 공학일반, 창의경영, 해양문화 기술",자연계열,이과계열
314,식품공학과,"식품공학은 화학과 생화학, 생물학(특히 미생물학) 등 자연과학을 바탕으로 한 공학분야로서 무엇보다도 사물현상에 대한 관찰과 실험을 근간으로 하고 있습니다. 평소 과학적이고 합리적인 사고를 하며 자신이 설정한 목표를 향해 꾸준히 매진하는 성격이라면 도움이 됩니다. 또한 먹을거리를 다루는 학문인 만큼 국민건강을 위해 반드시 위생적이고 안전한 식품을 공급한다는 윤리의식을 갖추어야 합니다.","먹을거리에 대한 관심은 예나 지금이나 항상 사람들의 주요 관심사이며, 인류의 생활에 필수적인 부분입니다. 때문에 식품을 연구하고 활용하는 식품공학과는 계속적으로 발전해 가고, 수요가 지속될 것입니다. 식품공학과는 식품을 효율적이고 과학적으로 생산하는 방법을 배우는 데 중점이 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ,Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 사회문화<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과학, 융합과학, 공학 일반, 사회문제탐구, 가정과학",자연계열,이과계열
318,식품영양학과,"평소에 식품이나 음식을 만들거나 다양한 식품의 성분과 영양소를 파악하는 것에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 특히, 수학, 물리, 화학 등 기초 과학에 대한 능력이 있다면 학과 공부에 도움이 됩니다.  실험ㆍ실습을 수행하는 능력과 끈기가 있다면 도움이 됩니다. ","식품의 다양화 및 외식 산업의 성장 등에 힘입어 식품산업 분야가 주목받고 있습니다. 웰빙, 건강, 유기농, 간편식 등 맞춤형 식품 영양에 대한 수요가 늘어나고 있으며, 최근에는 푸드스타일리스트, 식공간연출가 등 다양한 전문 분야로도 진출 가능합니다. ","과학, 생활ㆍ교양, 사회","과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ<br>생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용 경제<br>사회교과 : 사회문화, 생활과 윤리, 정치와 법","생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학",자연계열,이과계열
21017,식품자원경제학과,"식품, 농업에 대한 경제학을 공부한다는 측면에서 해당 산업군에 대한 기본적인 흥미가 있어야 하겠습니다. 수학 과목을 좋아하고 소질이 있으면 전공 공부에 도움이 될 수 있습니다. 경제에서의 수요와 공급에 대한 원리를 이해하고 응용할 수 있는 논리적 사고와 추론 능력이 필요합니다.   ","식품자원경제학과는 농업 산업에서부터 식품산업과 자원, 그리고 경제학의 범주를 포함하는 특징을 지닙니다. 농산물의 실수요와 공급을 예측하는데 중점이 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 수학과제 탐구, 사회문제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 농업 생명과학, 공학 일반, 가정과학",자연계열,이과계열
324,신소재공학과,"새로운 소재를 발견하고 재료에 대한 분석을 하기 위해서는 화학, 물리, 수학과 같은 기초 과학 과목에 흥미를 가지고 좋아해야 합니다. 신소재를 개발은 새로운 기술을 빠르게 받아들이는 능력과 실생활에서 사용하고 있는 다양한 소재에 대한 원리를 잘 이해하고 응용할 수 있는 논리적인 사고와 응용능력이 있으면 좋습니다.","나노기술의 발전, 빅데이터 분석을 통한 실험 연구의 가속화, 항공 및 우주 산업, 바이오 산업 등 관련 산업이  발전하면서 신소재공학과의 중요성도 갈수록 커지고 있습니다. 신소재 공학은 재료 공학의 한 분야이지만 세부적으로 세라믹, 화학공학, 첨단소재, 나노재료 등 폭넓은 지식과 경험을 필요로 하는 학과입니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 생명과학, 공학 일반",공학계열,이과계열
7,아동가족학과,"평소 아동을 포함하여 친구, 가족, 주변 사람 등 사람에 대해 관심이 많고 도와주려고 하는 마음이 있다면 관심을 가져볼 수 있습니다. 인간에 대한 사랑과 타인에 대한 배려, 봉사 정신 등이 있다면 학과 공부에 도움이 됩니다. 기술ㆍ가정 교과목이나 심리 및 교육에 적성이 있다면 도움이 됩니다.","아동가족학은 나 자신과 우리 가족, 우리 사회 구성원 모두가 연구대상이며, 우리의 일상과 삶의 모든 단면이 연구주제가 될 수 있습니다. ","사회, 생활ㆍ교양","사회교과 : 사회ㆍ문화, 생활과 윤리<br>기술ㆍ가정교과 : 기술ㆍ가정<br>생활ㆍ교양교과 : 철학, 심리학, 교육학, ","사회문제탐구, 가정과학",자연계열,이과계열
