majorSeq,major,interest,property,공통과목,일반선택과목,진로선택과목
10150,디지털디자인학과,"첨단기술에 관심이 많고 예술적으로 표현하기를 좋아하는 사람에게 적합합니다. 미적 감각, 창의적 사고, 융합적 사고가 요구되며, 도구나 기계를 잘 다루는 것이 중요합니다. 특히 예술적 감각과 프로그래밍 같은 기술을 다룰 줄 알아야 하기 때문에 성실함이 필요합니다.","모션그래픽, 영상편집, CG 등 영상 관련 디자인이 디지털 디자인의 대표적인 분야입니다. 디지털디자인학과는 과학기술의 발전에 따라 범위가 더욱 광범위해지고 있습니다. 과학기술의 급격한 발전과 함께 예술 영역도 확대되고 있습니다. 디지털디자인은 표현방식과 방법이 다른 예술장르에 비해 폭넓고, 다른 예술 분야와 융합할 수 있는 장점을 가지고 있습니다.","수학, 과학, 예술, 생활ㆍ교양, 사회, 국어","수학ㆍ과학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ<br>예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제<br>생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력","미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
532,디지털콘텐츠학과,"스마트폰, 노트북, 텔레비전 등 다양한 기기를 통해 디지털 미디어를 접하게 되는데 이러한 콘텐츠의 제작과정이나 기획하는 것에 관심이 많은 사람에게 유리합니다. 디지털콘텐츠 제작에 필요한 최신 제작기법, 디지털기술이나 트렌드 등에 대한 지식과 새로운 콘텐츠를 만들어 낼 수 있는 창의력과 기획력, 다양한 분야의 전문가와 함께 일할 때 반드시 필요한 대인관계 능력과 의사소통 능력이 필요합니다.","일상생활에서 가상 현실, 증강 현실, 스마트폰, 4D영화, 게임, 디지털 음악 등의 디지털 콘텐츠 산업이 차지하는 비중이 점차 증가하고 있습니다. 세계 및 국가 경제에 있어서도 디지털 콘텐츠는 매우 중요한 역할을 하고 있습니다. 최근 우리나라가 제작한 드라마나 영화, 음원 등의 콘텐츠가 전 세계적으로 인기를 얻으면서 콘텐츠의 기획 및 제작 분야에 대한 관심이 커지고 있습니다. ","수학, 과학, 예술, 생활ㆍ교양, 사회, 국어","수학ㆍ과학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ<br>예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제<br>생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력","미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
132,러시아어문학과,"러시아의 세계적인 문호들인 톨스토이, 도스토예프스키, 푸시킨 등의 소설과 시를 읽고 러시아의 문화와 역사에 관심과 흥미를 느낀다면 러시아어ㆍ문학 전공에 재미를 느낄 것입니다. 새로운 언어를 배우는 능력이 뛰어나고, 특히 러시아어 고유의 문자 등 새로운 문자를 배우는 데에 적성과 소질이 있다면 4년간 해당 전공을 공부하는 것에 큰 어려움은 없을 것입니다. ","러시아어문학과는 우리나라에서 어문학 관련 학과 중에서는 신생 학과 축에 속합니다. 그러나 러시아의 성장 잠재력을 고려하면 학과 전망만큼은 다른 어문학과보다 높은 편입니다. 향후 남ㆍ북한 간의 관계 개선 및 변화를 고려할 때, 이 학과를 전공하면 한국 및 러시아뿐 아니라 극동 아시아를 무대로 하는 지역 전문가가 될 발판을 마련할 수 있습니다. ","제2외국어, 사회, 예술, 국어","외국어교과 : 러시아어, 영어 회화, 영어<br>사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리<br>국어교과 : 문학, 독서, 화법과 작문, 언어와 매체","실용 국어, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악감상 비평, 미술감상 비평"
134,러시아학과,"톨스토이, 도스토프예스키, 푸시킨 등 소설과 시를 읽는데 즐거움을 느꼈거나 러시아의 다양한 삶의 방식과 가치관, 문화에 관심이 있는 학생이라면 즐겁게 공부 할 수 있습니다. 러시아 언어를 배우기 위해 언어 습득능력이 뛰어나고 의사소통능력이 뛰어나다면 유리합니다.","러시아의 잠재력과 천연자원, 지정학적 위치 등을 보았을 때 러시아는 우리에게 정치ㆍ안보ㆍ경제적으로 중요한 국가라 할 수 있습니다. 또한, 21세기에 한국과 러시아의 연계성은 커져가고 있으며 이에 따라 양국 간의 물적, 인적 교류가 확대되고 있습니다. 한국과 러시아의 교류를 위하여 러시아를 올바르게 이해하기 위해서는 러시아의 언어ㆍ문화ㆍ사회ㆍ정치ㆍ제 등 총체적인 공부가 필요합니다.","영어, 사회, 생활ㆍ교양","영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ<br>사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학","여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목"
10020,레저스포츠학과,스포츠 자체를 좋아하고 즐기는 사람들에게 적합한 전공입니다. 다른 사람들에게 레포츠 활동을 지도하기 위해서는 상대방의 이야기를 잘 이해하고 자신의 생각을 잘 전달할 수 있는 능력이 필요합니다.,현대 사회는 본격적인 여가사회로 출현함에 따라 어떻게 여가를 즐길 것인가가 삶의 질을 결정하는데 중요한 영향을 미치고 있다. 경제성장과 의료 기술의 발달로 건강과 삶의 질에 대한 관심이 증가함에 따라서 각 개인의 맞춤식 스포츠 활동은 개인의 문제를 넘어 국가적인 이슈로 대두되고 있다,"체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구"
10116,로봇공학과,"로봇공학은 기계나 로봇을 다루는 일이므로 기계, 로봇, 인공지능과 같은 분야를 좋아하는 사람에게 유리합니다.  다양한 사물에 대한 호기심과 창의력, 꾸준한 실험과 방법을 찾는 능력을 갖춘 사람에게 적합합니다. 물리, 수학 등 기초 과목을 잘하면 도움이 됩니다.","로봇공학은 자동차나 항공기, 우주선등 첨단제품과 일반 가전제품을 만드는 공장에서 쓰이는 로봇, 우주를 탐사하고 자료를 수집하는 우주 로봇 등 다양한 로봇에 대해서 연구합니다. 현재 로봇은 인공지능 기술의 발달, 사물인터넷, 빅데이터, 드론, 무인 자동차, 스마트 팩토리 등 관련 기술이 발달하면서 로봇이 활용될 분야도 점점 확대되고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
144,만화애니메이션학과,상상력과 자기만의 아이디어가 있는 사람들에게 적합한 전공입니다. 새로운 스토리의 만화나 애니메이션을 머리  속에서 만들 수 있는 사람에게 유리합니다. ,"
디지털 시대의 만화와 애니메이션은 인터넷, 모바일, 등 새로운 미디어와 결합하여 보다 강력한 문화산업으로 발전하고 있습니다. 최근 우리나라의 웹툰은 만화종주국 일본을 비롯하여 세계적으로 호평을 받고 있으면 산업적으로도 크게 성장하고 있습니다. 성공한 웹툰은 드라마나 영화 등으로 새롭게 제작되어 사람들의 사랑을 받고 있습니다.","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
10120,말특수동물학과,"평소에 말이나 반려동물, 야생동물 등에 관심이 있고, 동물들과 지내는 것에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 생물이나 화학 등 자연과학 분야에 재능이 있다면 학과 공부에 도움이 됩니다. 특히, 동물에 대한 친숙함과 친화력을 지니고 있다면 졸업 후 해당 분야 직업인으로서 생활하는 데 좋습니다.","사회가 고도화되면서 말 산업과 특수동물(반려동물,야생동물, 실험동물) 산업이 차세대 산업으로 부각되고 있습니다. 특수동물은 축산 농가의 고소득을 창출하는 등 새로운 동물자원으로 재평가되고 있으며 말ㆍ특수동물학과의 희소성도 긍정적으로 주목받을 전망입니다.","영어, 수학, 과학, 윤리","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>과학교과 : 생명과학Ⅰ, 화학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학","생명과학Ⅱ, 화학Ⅱ"
149,멀티미디어학과,"평소 최신 유행이나 문화현상에 대해 관심이 많고 문화와 관련된 영화 감상, 독서, 미술 및 각종 전시나 공연 관람 등을 문화와 관련된 활동을 좋아하는 사람에게 유리합니다. 새로운 콘텐츠를 만들기 위한 창의적이고 유연한 사고와 아이디어를 영상, 웹툰, 캐릭터, 애니메이션 등과 같은 다양한 콘텐츠로 만들어 내고 조화롭게 구성해 낼 수 있는 창의력과 예술 시각 능력이 필요합니다.","멀티미디어 기술은 컴퓨팅 기술과 정보통신 기술의 발전에 따라 영향을 많이 받는 분야입니다. 3D 모델링, 게임, 애니메이션, 가상 및 증강현실 콘텐츠, 실시간 인터넷 방송 콘텐츠 제작 등 매우 다양한 분야에 관련이 있습니다. 최근에는 멀티미디어 콘텐츠를 손쉽게 제작 할 수 있는 소프트웨어 개발에 대한 비중도 커지고 있습니다. 앞으로도 멀티미디어에 대한 수요는 계속 이어질 것으로 예상됩니다.","수학, 과학, 예술, 생활ㆍ교양, 사회, 국어","수학ㆍ과학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ<br>예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제<br>생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력","미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
151,메카트로닉스공학과,"평소에 기계, 전기, 전자 및 컴퓨터, 로봇, 무선조종, 각종 센서 등을 다루는 데관심이 많거나, 이러한 것들을 활용하여 제품을 개발하는 것에 관심이 있는 사람에게 유리합니다. 특히, 수학이나 과학 과목을 잘하거나 컴퓨터 프로그램에 대한 이해가 있고 다양한 분야의 기술을 활용 할 수 있는 융ㆍ복합적인 사고를 할 수 있는 사람에게 적합합니다.","메카트로닉스는 기계공학과 전자공학의 합성어입니다. 메카트로닉스공학과는 융합 학문적인 성격을 갖고 있어 여러 분야에 활용되고 있습니다. 반도체공학과 관련이 깊은 나노메카트로닉스공학과, 의료분야와 관련된 의용메카트로닉스공학과, 광학ㆍ전자ㆍ바이오와 관련된 광메카트로닉스공학과 등 다양한 학문과 융합된 학과라는 특성을 갖고 있습니다.    ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
10118,모바일시스템공학과,"스마트폰, 태블릿PC, 노트북, 각종 모바일 기기나 기능과 기술, 작동에 관심을 갖고 좋아하는 사람에게 유리합니다. 특히, 컴퓨터나 모바일 기기를 사용 특성을 이해하고 창의적인 아이디어를 내거나 프로그램을 설계하는 능이 있다면 좋습니다.","스마트 기기의 보급으로 모바일 앱을 통한 음식 주문, 택시 호출 및 예약, 식당이나 점포 예약, 온라인 쇼핑과 장보기 등 스마트 기기에서 일상생활에 필요한 거의 모든 것을 해결 할 수 있는 시대입니다. 이 학과는 이러한 기술발전과 시대 변화에 따라 2000년대 후반부터 신설되어 IT분야에서 응용 분야로 꾸준한 역할을 하고 있습니다. 스마트 기기는 제조 기술과 인터넷 기술은 계속 발전하고 있어 모바일 시스템 공학의 중요성도 계속 될 것으로 보입니다.","수학, 과학, 기술ㆍ가정","수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
155,목조형가구학과,새로운 창작물을 만들기 위해서는 자신만의 생각과 아이디어가 있어야 합니다. 일상용품 뿐만 아니라 새로운 예술작품을 만들기 위해서는 사용되는 재료와 기법이 다양합니다. 목조형가구를 창작하는데 필요한 지식과 기술을 익혀야 합니다.,"오늘날의 주거공간은 다양한 가구문화를 요구하고 있으며, 가구산업은 생활문화를 선도하는 산업으로 자리 잡고 있습니다. 가구 디자인 분야에서 목조형가구학과는 학문적인 뒷받침을 하는 역할을 하면서 그 위상이 높아지고 있습니다. 최근 목조형가구학과에서는 실용적인 가구보다는 목조 예술품을 창작하는데 관심을 가지고 있습니다.","미술, 윤리","예술교과 : 미술<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","미술 창작, 미술 감상과 비평"
158,무도학과,"태권도, 유도, 검도, 호신술 등 무도 자체를 좋아해야 합니다. 무도가 좋고 무도를 평생의 직업으로 삼고 싶은 사람이라면 도전할 만 합니다. 무도 지도자가 되려면 무술의 이론과 실기에 능해야 합니다. 또한 사람들과 의사소통을 잘 해야 자신의 기술을 가르칠 수 있습니다.  ","전 세계적으로 동양 무술에 대한 관심이 많습니다. 우리나라뿐만 아니라 중국과 일본에도 대학에 무도학과가 설치되었고, 미국의 브리지포트대학교에도 무술학과가 설치되었습니다. 캐나다와 러시아 등에서도 태권도를 비롯한 동양 무술 대학 전공 설치에 대해 관심을 가지고 있습니다.","체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구"
72,무역학과,"전 세계를 무대로 다양한 사업을 펼쳐보고 싶다면 무역학과에 한 번쯤은 관심을 가져 볼 만합니다. 전 세계를 상대로 비즈니스를 하기 위해서는 적극적이고 도전적인 성격 및 개척 정신이 필요합니다. 또, 영어, 중국어 등 기본적인 외국어 능력을 가지고 있으면 유리하고, 스페인 어, 포르투갈 어 및 잠재적인 무역 대상 국가의 새로운 언어를 배우는 데 거부감이 없어야 합니다. ","무역학은 세계화와 정보화라는 시대적 요청에 부응하여 국제무역, 국제금융, 국제통상, 국제경영, 무역상무 및 전자무역 등에 관한 연구를 통해 국가 경쟁력 향상과 국가 경제발전을 위한 인재를 양성하는 데 목적을 두고 있습니다. 무역학과는 세계화ㆍ정보화 시대에 합리적이고 과학적으로 적응하는 능력을 갖출 수 있도록, 경제학의 기본 원리에서부터 국제경제학, 국제기업경영 및 무역실무에 이르기까지 이론과 실무에 걸쳐 다양하고 심도 있는 교과과정을 연구합니다.","수학, 영어, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>영어교과 : 영어 독해와 작문<br>사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 경제, 정치와 법, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 제2외국어I 과목, 실용 경제","실용 수학, 경제 수학, 수학 과제 탐구, 실용 영어, 진로 영어, 사회문제 탐구, 지식 재산 일반, 제2외국어Ⅱ 과목"
162,무용학과,"무용가가 되려면 신체가 유연하고 균형감각이 있어야 합니다. 음악에 대한 감각이 있어서 음악에 따라서 몸의 리듬을 맞출 수 있어야 합니다. 무용도 예술분야의 하나로서 창의성이 중요하며, 무용에 관한 현대적 이론에 대한 지식을 익힐 수 있어야 합니다.","현대무용과 한국무용, 발레 공연 등 무용 공연은 매년 증가하고 있습니다. 문화수준이 높아지면서 무용을 즐기려는 사람들도 늘어나고 있습니다.  온라인 미디어 플랫폼을 이용한 새로운 형식의 창작무용이 앞으로 기대가 됩니다. 정부에서는 예술분야를 지원하고 무용가의 생존권을 확보하기 위한 정책을 마련하고 있습니다.","체육, 윤리","체육교과 : 체육, 운동과 건강<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","스포츠 생활, 체육 탐구"
21008,무인항공학과,"평소 드론에 취미가 있거나, 주변에 있는 다양한 기계들의 작동 원리에 대해 흥미가 있으면 좋습니다. 무인항공기와 관련된 기본적인 지식을 이해하고 논리적으로 생각할 수 있는 능력이 필요 합니다.","무인항공기는 군사, 재난 구조, 항공 촬영, 택배, 건축물 구조안전진단, 농업, 여가 활동 등에서 다양한 분야에서 활용범위가 커지고 있습니다. 최근 국내에서 개발한 태양광 무인항공기 운항시간이 32시간을 기록하였고, 무인 드론 택배 배송 서비스가 도입되는 등 무인항공기 국내 기술과 서비스도 계속 발전하고 있습니다. 무인항공 분야의 기술발전과 다양한 분야에 활용되면서 창의성을 갖춘 인재를 요구하고 있습니다. ","수학, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용 수학, 기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 농업 생명과학"
164,문예창작학과,"소설책 읽기를 좋아하고, 글짓기를 좋아하시나요? 아니면 현재 즐겨 보는 드라마의 가상 작가가 되어 그다음 스토리를 유추해 보는 것을 즐기나요? 그렇다면 이 학과에 관심을 가져볼 만합니다. 평소에 감수성 및 상상력이 풍부하다는 말을 많이 들어 보았거나, 교내 글짓기 대회에서 능력을 발휘하여 입상한 경험이 있다면 이 학과에 입학하여 충분히 잠재력을 발휘할 수 있습니다. ","한국적 정체성에 기반을 두어 문학을 다룬다는 점에서 국어국문학과와 비슷한 점도 있지만, 창의적인 문화ㆍ예술 활동에 집중한다는 점에서 국어국문학과와는 출발점이 다릅니다. 최근에는 졸업생들이 디지털 문화 환경에 걸맞은 창작물 생산에도 적극적인 활동을 하여 보다 폭넓은 문예 창작의 장을 만들어 나가고 있습니다.","국어, 사회, 예술","국어교과 : 문학, 언어와 매체, 독서, 화법과 작문<br>사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 심리학, 교육학","고전 읽기, 실용 국어, 심화 국어, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평"
166,문헌정보학과,"모든 정보 자료는 기본적으로 ‘언어’로 이루어져 있기 때문에 국어, 영어 등의 외국어에 관심이 많은 학생이면 문헌정보학과에 관심을 가져 볼 만합니다. 언어 및 인문학적 지식뿐 아니라 정보시스템, 소프트웨어 등 공학적 지식도 학과 공부를 위해 필요하므로, 문과 및 이과 어떤 적성을 가지고 있더라도 자신의 길을 흥미롭게 개척할 수 있습니다. ","예전에는 ‘도서관학과’라고도 불릴 만큼 졸업 후 진출 분야가 명확히 제한된 편이었지만, 최근에는 정보시스템, 데이터베이스시스템, 소프트웨어 개발 및 뉴미디어 활용과도 연계됨으로써 융합 학문으로도 각광받고 있습니다. 정보를 활용한 기술적 발전과 맞물려 앞으로도 지속적으로 성장 가능성이 높을 뿐만 아니라 발전 전망이 좋은 학과입니다. ","국어, 수학, 생활ㆍ교양, 영어","국어교과 : 언어와 매체, 독서, 문학, 화법과 작문<br>수학교과 : 확률과 통계, 수학Ⅰ, 수학Ⅱ<br>생활ㆍ교양교과 : 정보, 영어Ⅰ, 철학, 교육학, 심리학, 종교학, 논리학","실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 기하, 수학과제 탐구"
424,문화인류학과,인류와 역사에 대해 흥미가 있고 인간에 대해 심도 있게 알고자 하며 실천적이며 다문화적 감수성이 풍부하면 좋습니다. 독서를 좋아하고 문화 현장에서 탐구하고 일하기를 좋아한다면 흥미롭게 공부할 수 있습니다. 또한 다양한 문화권의 사람들과 소통하는 능력이 뛰어나다면 유리합니다. ,"역사적으로 최초의 인류가 등장한 생활양식으로부터 현대사회와 미래학에 이르기까지 영역에 있어서 인간이 발전시킨 체질인류학에서부터 도구와 물질문화를 거쳐 해외 지역문화, 특수 및 일반 커뮤니케이션, 그리고 초월적 세계관과 상상의 영역에 이르기까지 인간의 생활양식에 관련된 문화적 패턴과 현장에 대해 다룹니다.","사회, 생활ㆍ교양","사회교과 : 한국지리. 세계지리, 세계사, 동아시아사, 사회ㆍ문화, 생활과 윤리, 윤리와 사상<br>생활ㆍ교양교과 : 철학, 논리학, 심리학, 종교학","여행지리, 사회문제탐구 "
10030,문화재보존학과,"문화재보존에 대해 관심과 책임의식이 있고 탐구하는데 흥미가 있고 꼼꼼하다면 유리합니다. 또한 문화재를 다뤄야하므로 역사, 유적, 유물에 대한 지식을 갖추고 있다면 좋습니다.","사람이 나이가 들수록 병들어 가듯이 시간이 지날수록 점차 노화되는 문화재를 보존하고 수명을 연장시키는 일련의 활동이 문화재 보존학과의 역할입니다. 문화재 보존 진단을 위하여 인문학적, 과학적 기초 지식을 바탕으로 다양한 수련 과정을 운영하고 있습니다.","사회, 역사, 한문, 수학, 영어, 제2외국어","사회교과 : 사회문화, 세계사, 동아시아사, 한국지리, 윤리와 사상<br>한문ㆍ외국어교과 : 한문Ⅰ, 한문Ⅱ, 영어Ⅰ, 영어Ⅱ, 중국어Ⅰ, 일본어Ⅰ<br>수학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계","사회문제 탐구, 고전 읽기, 고전과 윤리, 여행지리, 현대 세계의 변화"
10031,문화콘텐츠학과,"문화 콘텐츠는 사람이 사회에서 창의적으로 개발한 산출물이므로, 기본적으로 인문학과 사회 현상에 호기심과 관심이 많으면 문화콘텐츠학과 공부에 재미를 느낄 것입니다. 대부분의 문화 콘텐츠는 언어로 이루어져 있는 경우가 많으므로, 언어 능력 및 글쓰기 능력ㆍ창작 능력이 뛰어나면 문화콘텐츠학과에서 공부하는 데 어려움을 겪지는 않을 것입니다.","‘문화’라는 스펙트럼이 워낙 다양한만큼, 이 학과를 졸업하면 매우 다양한 진로를 고려할 수 있습니다. 또한, 많은 학교에서 문화콘텐츠학과는 인문계열학부에 속해 있습니다. 문화 콘텐츠의 본질은 결국 ‘사람’이 사회라는 틀 안에서 만들어 내는 인문학적 복합체이기 때문입니다.","국어, 사회, 생활ㆍ교양","국어교과 : 화법과 작문, 독서, 언어와 매체, 문학<br>사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 생활과 윤리<br>생활ㆍ교양교과 : 철학, 심리학, 교육학","실용 국어, 심화 국어, 고전 읽기, 영미 문학 읽기, 여행지리, 사회문제탐구"
172,물류시스템공학과,"평소에 물류분야와 각종 재화의 효율적인 이동 경로를 생각하는 것에 흥미가 있고, 국내 및 해외의 곳곳을 이동하여 생활하는 것에 흥미가 있는 사람에게 유리합니다. 특히, 수학적 계산과 컴퓨터 조작에 필요한 기술을 갖고 있거나, 국외 기업체나 해외 물류와 관련된 활동을 위한 외국어 능력이 요구되기도 합니다.","국내의 물류 기반은 어느 정도 갖추어져 있지만, 물류시스템의 효율화에 대한 기술 발전은 꾸준히 이루어 지고 있습니다. 최근에는 인공지능 기술을 활용해 물류 수요를 미리 예측하고 관련 상품을 미리 확보해 고객에게 전달하는 시스템이 개발되어 활용될 정도로 물류 시스템은 계속 성장하고 있습니다. ","수학, 사회, 과학, 기술ㆍ가정","수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계<br>사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리<br>과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ<br>기술ㆍ가정교과 : 기술ㆍ가정, 정보","실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
21009,물류학과,"평소에 효율적인 이동 경로를 생각하는 것에 흥미가 있거나, 국내 및 해외의 곳곳을 이동하여 생활하는 것에 흥미가 있다면 이 학과에 관심을 가져 볼 만합니다. 특히, 수학적 계산과 컴퓨터 조작에 필요한 기술을 갖고 있으면 학과 공부에 도움이 됩니다. 국외 기업체에서 물류와 관련된 활동을 위해서는 외국어 능력이 도움이 됩니다. ","국내의 물류 기반은 어느 정도 갖추어져 있지만, 산업이 존재하는 한 물류시스템의 효율화는 꾸준히 요구되는 분야입니다. 특히, 우리나라는 대외 무역의존도가 높아 해운 및 항공 물류시스템에 대한 전문인력의 수요가 지속될 것으로 전망됩니다. ","수학, 영어, 사회, 기술ㆍ가정, 생활ㆍ교양","수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계<br>영어교과 : 영어 독해와 작문<br>사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 경제, 정치와 법, 생활과 윤리<br>기술ㆍ가정교과 : 정보<br>생활ㆍ교양교과 : 제2외국어I 과목, 실용 경제","실용 수학, 경제 수학, 수학 과제 탐구, 실용 영어, 진로 영어, 사회문제 탐구, 지식 재산 일반, 제2외국어Ⅱ 과목"
174,물리교육과,"과학과 관련하여 고정관념이나 선입견에 사로잡히지 않고 자기만의 과학적인 방법과 답을 찾아내는 창의적이고 독창적인 학생, 긍정적인 마인드를 가지고 열정적이며 책임감 있게 행동하는 학생이면 지원해도 좋습니다.","물리학 전공지식과 교과교육학 내용을 이론과 실험, 실습을 통해 기초부터 심화 과정까지 학습합니다. 합리적인 사고와 건전한 가치관을 지닌 전인적 인격체를 지향하며 자율성, 책임감, 지도력과 사명감을 지닌 교원으로 성장할 수 있도록 학업분위기를 마련하고 있습니다.","영어, 수학, 과학, 윤리","과학교과 : 물리학Ⅰ<br>사회교과 : 생활과 윤리, 윤리와 사상<br>교양교과 : 철학, 심리학, 교육학","실용수학, 기하, 물리학Ⅱ, 융합과학"
176,물리치료학과,"물리치료사는 병원에서 환자를 대하는 시간이 많은 직업으로 다양한 사람들과 대면해야 하므로 평소 대인관계가 원만하고 사람들과 의사소통이 원만한 사람이면 좋습니다. 인체의 움직임에 대해서 많이 배우고, 학습 내용이 실제 현장에서 활용되는 경우가 많기 때문에 다양한 환경에 대한 적응력이 필요합니다.","인간의 수명 연장으로 은퇴 후 여가생활에 대한 관심이 높아지면서 물리치료에 대한 수요가 점진적으로 늘어나고 있습니다. 이와 더불어 노인 및 장애인 복지 문제, 근로자들의 산업 환경 및 직업병 문제, 건강관리 등과 함께 인체의 회복을 다루는 전문 분야로 물리치료학이 떠오르고 있습니다.","영어, 과학","영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문<br>과학교과 : 생명과학Ⅰ<br>체육교과 : 체육, 운동과 건강","생명과학Ⅱ, 스포츠 생활, 체육 탐구"
