profession,summary,similarJob,salery,jobdicSeq,equalemployment,totalCount,aptd_type_code,prospect,job_ctg_code,job_code,job,possibility
연기 관련직,"- 성우는 라디오, 텔레비전, 영화녹음 등에서 연기의 감정을 자신의 목소리에 실어 연기한다.  

- 방송 연출가로부터 역할을 배정받고 텔레비전이나 라디오의 각종 프로그램에서 방송극의 내용, 분위기, 대사, 역할 등을 소화하여 목소리 연기를 한다. 

- 외국 영화의 대사를 우리말로 녹음할 때, 배역의 성격과 내용에 따라 어린이, 청소년, 노인 등 다양한 목소리를 연기한다.  

- 영화녹음 또는 외국영화의 대사를 우리말로 녹음하며, 교양프로그램을 해설하거나 라디오와 방송의 사회를 보기도 한다.",,4천만원 ↑,270,매우좋음,454,104732,,103858,100011,성우,보통미만
사회서비스직,"- 성직자는 신자들에게 정신적, 도덕적 지도를 하며 교리의 해설과 설교를 하고 종교의식을 거행한다.
- 성직자로는 승려, 목사, 신부 등이 있으며 교리를 해석하고 전달하며 신자들의 고충을 들어 주고 안식을 주는 상담자로서 역할을 수행하는 동시에 사회 지도자로서의 역할도 한다.
- 일반적으로 종교 의례와 의식을 거행하거나 관리하며 창조, 속죄 또는 구원 행사의 의식적 재연을 관장한다. 
- 신도의 가정을 방문하여 신앙심을 고취시키거나 병든 사람을 위로하며, 가난한 사람을 도와주고, 정신적인 결핍을 호소하거나 안식을 갈망하는 사람들을 도와주어 신앙으로 인도한다.","승려,신부,목사",3천만원 ↑,384,매우좋음,454,104736,,103835,100013,성직자,매우좋음
회계 관련직,"- 세무사는 조세에 대한 상담과 자문을 하고, 의뢰인을 대리하여 세무에 대한 각종 서류를 작성하여 세무서에 신고, 신청, 청구하는 등의 일을 한다.
- 사업자의 사업 내용에 대한 회계장부 작성을 대행하고 각종 세무신고를 대신해준다.
- 세무대리인으로서 신고서, 신청서, 이의신청, 심사 및 심판 청구서 등을 작성하여 과세관청에 제출하고, 납세자를 대신하여 과세관청에 대해 의견을 진술하며, 그 결과를 의뢰자에게 통보한다. 또 세무조정계산서 작성 및 성실신고확인, 기타 세무관련 서류를 작성한다.
- 부동산의 개별공시지가 및 주택가격 공시에 대한 이의신청을 대신해준다.
- 기업진단 및 경영컨설팅, 고용보험과 산재보험에 관련된 보험사무대행, 비상장주식의 가치평가, 성년후견인 업무 등도 할 수 있다.",,4천만원 ↑,224,매우좋음,454,104743,,103748,100007,세무사,보통미만
,"- 세탁원은 더러워진 의복, 침구류, 피혁제품 등을 제품의 변형 없이 깨끗하게 세탁하는 일을 담당한다. 
- 고객으로부터 의뢰 받은 세탁물을 옷감의 종류에 따라 분류한다.
- 의류, 침구류 등에 묻은 얼룩 및 더러움을 제거하기 위해 손으로 세탁을 하거나 특수 용제와 세제를 사용하여 세탁을 한다. 
- 세탁 및 건조가 끝난 세탁물은 종류와 형태에 따라 주름을 잡고 다림질을 한다. 
- 드라이클리닝이 필요한 세탁물은 따로 드라이클리닝 기계에 넣고 세탁방법, 시간, 회전수 등을 조정하여 기계를 가동하고 세탁이 완료되면 건조장치를 가동하여 물기를 제거한다.",,2천만원 ↑,166,매우좋음,454,,,103901,100005,세탁원,보통미만
영업관련 서비스직,"- 소믈리에는 와인을 취급하는 호텔이나 레스토랑, 바(Bar), 와인 전문점에서 고객이 주문한 요리에 어울리는 와인을 추천하고 고객의 취향을 파악하여 고객이 원하는 와인을 감정하고 골라주는 일을 담당한다. 

- 호텔이나 레스토랑에서 고객이 주문한 요리에 적합한 와인을 추천하고 와인의 맛과 특징, 원산지 등을 설명한다. 

- 와인의 품목을 선정하고 이에 따른 와인 리스트를 작성하며 와인의 보관과 관리의 책임을 진다.

- 맛을 보고 포도의 품종, 숙성방법, 원산지, 수확연도 등을 맞추는 블라인드테스팅을 통해 어울리는 음식, 장소, 대상 등을 연구한다.","와인캡틴,와인웨이터",3천만원 ↑,167,보통미만,454,104751,,103947,100014,소믈리에,보통미만
안전 관련직,"- 소방관은 화재를 예방하거나 진압한다. 
- 사고나 재난 발생 시 긴급구조 및 구급출동 등 국가의 인명을 구조하고 재산을 보호한다.
- 화재 예방 활동으로 학교, 병원, 시장 등의 건축물 소방시설의 안전 점검을 하거나 건물 주변에 위험요소가 있는지 순찰한다.
- 화재가 발생했을 때 신속히 출동하여 화재를 진압하며, 소방용수 시설을 관리하여 소화 용수를 효과적으로 공급한다. 또 소방훈련을 통해 실제상황에 대비하기도 한다. 
- 교통사고, 건물 붕괴 등의 사고가 발생했을 때 119구조대의 인명구조 활동, 위급한 환자와 장애인의 병원이송 활동, 각종 재해로 인한 피해 복구 등의 활동을 한다.
- 소방기구, 호스, 소화기 등의 각종 소방장비와 건물의 소방설비를 점검한다.
- 소방항공대는 소방헬기 등을 이용하여 인명구조, 화재진압, 응급환자 공중수송, 공중방역 및 방제 활동을 한다.
- 수난구조대는 강이나 호수에서 발생하는 각종 수난사고 발생 시 구조활동을 한다.",119구조대원,4천만원 ↑,385,보통미만,454,104720,,103802,100013,소방관,보통미만
작가 관련직,"- 소설가는 소설의 주제를 결정하고 그 주제를 가장 효과적으로 나타낼 수 있는 소재들을 찾아 적절하게 구성하여 예술적으로 표현한다. 
- 소재를 찾기 위해 취재를 하거나, 다양한 사람들과 접촉 등을 통해 정보를 수집하고 창작에 반영한다.
- 소설의 줄거리나 등장인물을 결정하고 등장인물의 성격, 줄거리 전개, 심리묘사, 사회적 배경 등을 구상하여 작품을 쓴다.
- 다양한 소재와 시대적 배경을 다루는 작가가 많지만, 역사, 추리, 애정, 공상과학 등 특정 분야를 전문적으로 쓰는 작가들도 있다.",,2천만원 ↓,973,매우좋음,454,"104745,104745",,103837,100010,소설가,보통이상
환경관련 전문직,"- 소음진동기술자는 각종 공사현장 등에서 기계 및 장비의 사용으로 발생하는 소음과 진동을 측정하고, 생활환경을 오염시키는 소음 및 진동을 최소화하고 해소할 수 있는 방법에 대해 연구, 개발한다. 
- 소음과 진동을 측정, 분석하고 소음과 진동의 원인을 제거 또는 감소시킬 수 있는 방지시설이나 방법 등을 연구, 개발한다.  
- 소음방지시설의 타당성을 검토하고 시공이나 운전상의 문제점 등을 점검하고 평가하여, 이에 대한 해결책을 제시한다.  
- 환경통제 또는 환경보호의 한 분야를 전문으로 연구·개발하기도 한다.",소음진동기사,4천만원 ↑,539,보통미만,454,104758,,104098,100003,소음진동기술자,매우좋음
사무 관련직,"- 속기사는 속기문자를 사용하여 발언자의 발언내용을 받아쓰거나 컴퓨터속기기계로 기록한다. 
- 회의, 강연, 강의, 좌담회 등에서 발언내용을 속기부호로 받아쓰거나 타이핑하고, 이를 다시 평상문자로 번역하여 내용을 수정, 편집하여 문서로 작성하는 일을 수행한다. 
- 정확을 기하기 위해 발언내용을 담은 녹음테이프를 가지고 확인하기도 하며, 녹음된 구술사항을 듣고 속기 자료를 검토한다.  
- 어려운 외래어와 술어는 사전이나 전문서적 등의 자료를 참고하며 경우에 따라서는 제한된 범위의 사무 업무나 타자 업무를 하기도 한다.",컴퓨터속기사,3천만원 ↑,459,좋음,454,104750,,103742,100009,속기사,보통미만
회계 관련직,"- 손해사정은 보험가입자에게 사고로 인하여 손해가 발생했을 때 그 손해액을 결정하고 보험금을 객관적이고 공정하게 산정하는 업무를 수행한다. 
- 사고 발생에 관한 정확한 자료를 수집하여 조사, 분석하고, 보상범위를 결정하기 위해 보상협상사무원의 보고서를 조사하고 유사한 보험사례나 판례들을 검토한다.
- 사고현장조사와 손해사실을 확인하며, 증거를 수집하여 실제 손해 정도를 판단한다.
- 보상청구의 타당성 여부와 협상이 회사의 관례 및 절차에 따라 이루어졌는지 확인하고, 보험금 청구의 적정성을 심사하기 위해 변호사, 의사 등의 자문을 구한다.
- 조사 자료와 보험약관 등을 분석ㆍ정리하고 지급해야 할 보험금을 산출하고, 손해사정 보고서를 작성한다.",손해사정인,4천만원 ↑,226,매우좋음,454,104743,,103768,100007,손해사정사,매우좋음
연기 관련직,"- 쇼핑호스트는 다양한 홈쇼핑 전문채널에서 각종 상품에 대한 정보를 제공하여 소비자들의 구매를 유도하는 일을 한다. 
- 담당 PD와 작가가 상품설명과 가격 등을 토대로 기본적인 대본을 작성하면 이 대본을 토대로 쇼핑호스트들이 시청자들에게 상품을 설명한다. 
- 시청자들의 제품에 대한 관심을 유도하고 제품에 대한 설명과 소비자들의 궁금한 사항을 설명한다. 
- 소비자들을 대신해 상품을 확인하고 상품의 기능과 특성, 장단점 등의 정보를 제공한다. 
- 제품을 판매하는 연출에 필요한 촬영, 무대장치, 편집 등의 기술적인 업무를 계획하고, 조정하기도 한다. 
- 최근에는 쇼핑호스트의 분야가 더욱 전문화되어 패션, 보석, 요리, 미용 등 각각의 분야로 나뉘기도 한다.",쇼호스트,4천만원 ↑,178,보통미만,454,104732,,103859,100010,쇼핑호스트,보통이상
의료관련 전문직,"- 수의사는 개나 고양이 같은 소동물(반려동물), 소나 돼지같은 대동물(산업동물), 물고기나 어패류같은 수생동물까지 질병과 상해를 예방, 진단, 치료하고 이를 위해 연구하고 자문한다.  

- 아픈 동물을 대상으로 기존의 병력과 진찰, x-ray 및 초음파 등의 각종 검사를 통해 질병의 원인을 진단하고 그에 따른 처방 및 치료를 한다.

- 동물의 분만을 돕거나 외과수술도 시행한다.  

- 광견병이나 조류독감, 돼지콜레라, 광우병 등의 동물질병에 대한 역학조사를 하고, 축산농가의 위생을 관리하여 질병을 예방한다.

- 시중에 유통되는 육류, 우유, 계란 등 다양한 축산물에 대해 검사와 수입통관되는 축산물에 대한 검역을 실시한다.

- 동물원의 동물과 수족관의 수생동물 등 각종 동물의 영양상태를 관리하고 이들의 번식 및 사육, 질병과 관련하여 일을 하기도 한다.

- 연구를 위해 길러지는 실험동물을 관리한다.",,4천만원 ↑,15,매우좋음,454,"104739,104739",,103812,100001,수의사,매우좋음
이학 전문직,"- 수질환경연구원은 지역의 수질오염상태를 측정하고, 연구와 실험분석을 통해 수질오염개선 및 방지에 대한 대책을 연구한다.  
- 수질오염 측정 및 분석 도구를 이용하여 지역의 수질 특성과 수질 오염 정도를 조사하고 측정분석 한다. 
- 폐수 등의 견본을 수집하고 원인을 조사하며, 조사한 자료를 분석하여 오염원인을 분석하고 방지대책을 세우거나 기계를 제작한다. 
- 이미 발생한 수질오염 또는 수질오염물질을 제거ㆍ감소하기 위한 방법에 대해 실험하고 연구한다. 
- 수질을 정화시키고 수질오염을 감소 또는 방지하기 위한 오염방지시설의 설계 및 시공에 관여하며, 수질정화 및 살균 공정과정 등에 대해 연구한다.",,4천만원 ↑,1255,매우좋음,454,104760,,103786,100001,수질환경연구원,매우좋음
이학 전문직,"- 수학연구원은 수학적 지식과 이론을 발전시키기 위한 연구를 수행하며 수학적 이론과 기법을 활용하여 경제학, 과학, 공학, 물리학 등의 관련 문제를 해결하기 위한 연구를 한다.  
- 대수학, 기하학, 확률과 같은 전통적인 수학분야와 자연과학, 엔지니어링, 컴퓨터공학이나 연산연구, 사업이나 경영과 같은 기타분야의 문제해결을 위한 논리학 및 응용수학기술과 같은 분야에서 수학적 지식을 확장하기 위한 연구를 수행한다. 
- 수학은 크게 순수수학과 응용수학으로 나뉘며, 순수수학연구원은 자연현상을 관찰해 얻어진 일반적인 생각을 논리적 모순이 없는 하나의 수학적 모형으로 형성한 다음 그 모형을 분석하여 이론을 개발한다. 
- 응용수학연구원은 순수수학 연구를 통해 얻어진 수학적 모형을 암호학, 컴퓨터 공학이나 연산연구, 엔지니어링, 금융 수학 등에 적용하는 과정에 대한 연구를 수행한다.","순수수학자,응용수학자,수학자",4천만원 ↑,17,매우좋음,454,104760,,103786,100001,수학연구원,매우좋음
연기 관련직,"- 스턴트맨은 연극, 영화, 드라마 등에서 주연 배우를 대신하여 춤, 수영, 스케이팅, 승마 등의 특수한 기술을 요하는 역할이나 주연 배우가 하기 힘든 고난위도의 연기를 대신하는 일을 담당한다. 

- 각 장면에서 연출되는 특정 상황에 맞는 복장이나 분장을 하고 감독의 지시에 따라 액션연기, 춤, 수영, 스케이팅, 피아노 연주 등의 특수한 기술을 요하는 역할을 연기한다. 

- 주연 배우를 대신하여 고공낙하, 자동차나 말에서 뛰어내리기, 폭발 직전의 건물에서 뛰어나오기 등의 위험한 연기를 대신하기도 한다. 

- 영화배우나 연극배우, 탤런트, 광고출연인 등의 역할을 돕거나, 상황에 따라 필요한 경우 다수 혹은 소수의 출연진이 지시에 따라 지정된 복장으로 역할을 한다. 

- 주연을 대신하여 달리는 자동차나 말에서 뛰어내리는 위험하거나 특수한 연기를 하기도 하며, 장면의 효과를 높이기 위해 단역으로 출연하기도 한다.",,3천만원 ↑,314,매우좋음,454,104732,,103858,100012,스턴트맨,보통미만
운동 관련직,"- 스포츠강사는 공공 및 사설 체육시설 등에서 일반인들을 대상으로 건강 유지 및 증진, 스트레스 해소, 여가선용의 목적을 충족시켜주기 위해 여러 운동 프로그램을 개발하고 일반인들에게 가르치는 일을 담당한다. 
- 일반인들에게 근육 단련이나 건강 유지의 목적을 위해 규칙적인 운동 방법을 가르쳐주며 체중 조절을 위한 식이요법에 대한 정보를 제공하기도 한다. 
- 수영, 태권도, 에어로빅, 골프 등 각 운동 종목의 기본 동작 및 응용 동작을 가르치고 숙달할 수 있도록 도와준다. 
- 긴장된 근육을 풀어주거나 안전사고가 발생했을 때에는 응급조치를 실시한다.","헬스케어전문가,건강관리사,운동처방사",2천만원 ↑,421,매우좋음,454,104718,,103920,100013,스포츠강사,매우좋음
매니지먼트 관련직,"- 스포츠에이전트는 스포츠 관련 프로그램 및 서비스를 개발하고 운영을 위한 기획 및 절차를 조직하여 조정관리한다.
- 시합이나 경기에 관한 정보를 수집하고 훈련과정을 설계하기도 하며 스포츠 관련 회사와 소속선수를 연결하여 계약을 성사시킨다. 
- 선수를 돌보고 스케줄 관리를 하는 것은 물론 선수의 이미지관리, 운동량 관리, 광고계약 체결, 연봉 협상, 언론 홍보, 팬클럽 관리 등을 한다. 
- 선수의 잠재능력을 파악해 상품 가치를 높여주며 계약을 맺은 선수의 훈련 프로그램과 의료혜택지원, 법률 서비스를 지원한다.","스포츠마케터,스포츠마케팅전문가",3천만원 ↑,1088,매우좋음,454,104748,,103710,100007,스포츠에이전트,보통이상
운동 관련직,"- 스포츠트레이너는 운동선수들의 건강상태를 확인하고 선수들이 경기에서 최상의 컨디션을 발휘할 수 있도록 조언하고 훈련을 시키는 일을 한다. 
- 운동감독 및 코치와의 협의를 통해 운동 종목, 선수들의 포지션과 선수 개인의 기량에 따라 필요한 운동량을 결정하고 근육 단련을 위해 규칙적 운동과 식이요법을 지시한다.
- 부상을 당한 선수들에 대해 응급조치를 취하며 의사의 진단결과에 따라 재활훈련을 계획하고 실시한다. 
- 선수들의 부상을 예방하기 위해 선수들의 몸을 마사지하고 안전교육을 실시한다.","코치,운동선수트레이너",3천만원 ↑,392,매우좋음,454,104718,,103920,100013,스포츠트레이너,매우좋음
언어 관련 전문직,"- 축구, 야구, 배구 등 각종 스포츠와 관련된 정보를 수집·분석하여 보도 자료를 정리한다.  
- 경기 일정이 잡히면 참가하는 팀과 선수 등에 대해 공부하고, 각 팀의 최근 경기를 담은 영상물을 보기도 하고, 외국의 인터넷 사이트에서 정보를 얻기도 한다.
- 방송을 통하여 스포츠 경기를 설명·해설한다.","스포츠해설위원, 축구해설가, 축구해설위원,스포츠해설위원,축구해설가,축구해설위원",4천만원 ↑,1437,매우좋음,454,104744,,103843,100010,스포츠해설가,보통미만
디자인 관련직,"- 시각디자이너는 다양한 정보가 시각을 통해 효율적으로 표현, 전달될 수 있도록 이미지를 도안하고 표현한다. 
- 디자인 의뢰가 들어오면 작업의 기본 방향과 디자인 컨셉을 설정하고, 디자인 목적에 맞는 레이아웃 작업을 전체적으로 한 후 사진, 그림, 텍스트, 삽화 등을 시각적으로 배치한다.
- 완성된 디자인은 내부 검토를 거쳐 의뢰자에게 보내며, 상업용으로 인쇄, 제작될 경우 함께 제작 공정도 챙겨 디자인이 시안대로 잘 완성되었는지 검토한다.
- 시각디자인에는 광고디자인, 포장디자인, 편집디자인, 책 디자인, 서체(문자)디자인, 일러스트레이션(illustration), 웹디자인, 캐릭터디자인, 컴퓨터그래픽디자인, 기업이미지/브랜드이미지디자인 등이 포함된다.","일러스트레이터,북디자이너,광고디자이너,출판물디자이너,서체디자이너,문자디자이너",3천만원 ↑,937,매우좋음,454,"104753,104753",,103855,100011,시각디자이너,매우좋음
,"- 시멘트제조원은 석회석, 혈암, 석고 등의 재료를 혼합, 분쇄, 분말하는 기계를 조작하여 시멘트 제품 또는 콘크리트 제품을 제조하는 일을 담당한다. 
- 명세서 및 배합비율에 따라 재료를 투입하고 혼합하는 장치를 조작한다. 
- 재료를 성형, 압출, 롤링하는 기계를 설치, 조작, 취급하고, 성형장치의 압력, 유출량, 콘베이어의 속도를 조정한다. 
- 명세된 직경, 길이로 굽은 관을 성형하기 위하여 손으로 석면/시멘트파이프를 구부리거나 절단한다. 
- 완성제품을 측정, 계량, 검사하고 명세서와 비교하고, 기계장치를 세척하고 기능장애를 탐지하여 수리하며 생산기록을 작성하고 보관한다.",시멘트제조기술자,3천만원 ↑,97,보통미만,454,,,104022,100004,시멘트제조원,보통미만
IT관련전문직,"- 시스템소프트웨어개발자는 컴퓨터를 작동시키고 컴퓨터의 활동을 조정, 통제, 관리하는 오퍼레이팅시스템소프트웨어를 연구, 개발, 설계하는 일을 담당한다.
- 시장조사와 경쟁업체의 제품 및 세계 소프트웨어업계의 기술변화 등을 분석하여 새로운 기능과 성능을 갖춘 시스템소프트웨어를 기획하고 개발한다. 
- 개발된 시스템소프트웨어를 컴퓨터에 설치, 시험 운영하여 시스템소프트웨어의 기능과 성능을 평가하고 분석한다. 
- 시스템소프트웨어의 사용자 교육과 기술자문을 지원하기도 하며, 새로운 시스템소프트웨어 관련 기술을 조사하고 연구한다.",시스템프로그래머,4천만원 ↑,834,좋음,454,104740,,104079,100016,시스템소프트웨어개발자,매우좋음
IT관련전문직,"- 시스템엔지니어는 최적의 정보시스템을 구축함에 있어 정보기술의 기술적 사항과 해당 업무를 종합적으로 검토분석하여 정보시스템을 전문적으로 설계하고 구축한다. 
- 전산화 대상의 업무를 중심으로 해당 업무의 처리절차와 관련 데이터를 중심으로 정보시스템으로 이행하기 위한 정보기술의 요소를 검토한다.
- 기존 시스템의 문제점과 고객의 요구사항을 면밀히 파악하고 분석하여, 구축해야 할 정보시스템의 성능, 기능 등에 관한 주요 사항을 정의한다. 
- 구축하고자 하는 시스템이 타 유관 업무의 전산 응용시스템과의 데이터 연관성을 면밀히 검토하여 데이터의 일관성을 유지시켜 나간다.","시스템분석가,시스템설계가",4천만원 ↑,440,좋음,454,104740,,104076,100015,시스템엔지니어,매우좋음
IT관련전문직,"- 시스템운영관리자는 기업체나 기관에 설치되어 있는 컴퓨터 정보 시스템을 안전하고 체계적으로 운영관리하고 사용자들에게 각종 서비스를 제공한다.
- 시스템 장비는 외부환경에 영향을 받기 쉬우므로 전산실 내의 온도, 습도, 분진 등을 체크하고 적정수준을 유지할 수 있도록 한다. 
- 정보시스템의 사용자에 대한 등록관리와 사용권한을 부여하여, 시스템 내의 정보를 외부로부터 보호하기 위해 기술적 장치를 마련하고 정기적으로 데이터를 백업한다.
- 시스템 운영상의 문제점이나 고장이 발생하면, 즉시 원인을 파악하여 시스템을 최단시간 내에 복구한다.","시스템관리자,네트워크관리자,컴퓨터시스템관리자,홈페이지관리자,웹서버관리자,웹서버관리자",4천만원 ↑,938,보통미만,454,104740,,104069,100015,시스템운영관리자,매우좋음
작가 관련직,"- 시인은 자연, 인생 등 여러 현상에 대한 인간의 사상과 감정을 운율이 있는 언어로 표현한다. 
- 글을 쓰기 위해서는 일단 주제를 결정하고, 그 주제를 가장 효과적으로 나타낼 수 있는 소재들을 찾은 후, 이 소재들을 적절하게 구성하여 예술적인 표현으로 이를 형상화 시켜낸다. 
- 자연, 인생 등 여러 현상을 작가의 주관적이고 독특한 시각으로 관찰하여 시적 어구로 정리한다. 
- 다양하고 현실성 있는 소재 발굴을 위해 취재를 하거나, 다양한 사람들과의 접촉 등을 통하여 정보를 수집하고 창작에 반영한다. 
- 선택된 주제, 자연 및 인생 등 여러현상을 작가의 주관적인 시각을 통하여 재조명,정리한다.",,2천만원 ↓,968,매우좋음,454,"104745,104745",,103837,100010,시인,보통이상
금융 및 경영 관련직,"- 시장 및 여론조사전문가는 통계학, 경제학, 사회학 및 심리학 등의 전문 지식을 활용하여 특정 상품이나 여론 및 선거, TV 시청률 등에 대한 조사와 연구를 실시하고, 조사 결과를 분석하여 보고서로 작성한다. 
- 의뢰인과 용역의 특성에 따라 조사계획안을 수립하여 표본추출과 조사방식, 조사규모 등을 확정한다.
- 개인 또는 전화조사, 인터뷰, 설문조사 등의 진행과정을 감독한다.
- 시장조사전문가는 특정 상품에 대한 소비자의 선호도를 조사·분석하여 마케팅 전략 결정에 필요한 기초 자료를 제공한다.  
- 여론조사전문가는 사회현안이나 선거, 공공정책 개발 및 평가, 계층별 의식, TV 시청률 등에 대한 조사 업무를 수행하고 이에 대한 보고서를 작성한다.","시장조사분석가,마케팅리서치",4천만원 ↑,230,매우좋음,454,104741,,103752,100007,시장 및 여론조사전문가,매우좋음
,"- 식품가공검사원은 식품을 생산하고 조리하는데 사용되는 원료와 최종 식품 생산품이 표준에 맞는지 검사하고 이에 대한 등급을 매기는 일을 담당한다. 
- 각 식품 조리 및 생산 과정에 사용되는 원료의 외양, 맛, 냄새 등이 표준에 맞는지 검사한다. 
- 최종 식품 생산품의 품질을 검사하고 이에 대한 등급을 매긴다.","음식품검사원,음식품등급원,고기선별원,담배등급원,담배검사원,채소선별원,과실선별원",3천만원 ↑,1150,보통미만,454,,,104083,100005,식품가공검사원,보통미만
공학 기술직,"- 식품공학기술자는 식품에 대한 조사, 개발, 생산 기술, 품질 관리, 포장, 가공 및 이용에 관한 업무를 한다.
- 식품개발을 담당하는 식품공학기술자는 자사 및 경쟁업체의 상품에 대해 식품 및 소비자의 반응을 분석하며 이러한 분석을 토대로 생산할 제품을 기획하고 식품의 영양, 맛, 색깔, 상품가치 등을 고려해 적합한 재료를 선택하고, 조리방법 등을 연구한다. 
- 식품의 각종 성분을 검사하는 식품공학기술자는 각 식품의 특성에 따라 이화학실험, 미생물실험을 통해 농약과 같은 식품의 유해성분 잔류여부, 식품첨가물의 적절성 여부 등에 있어 제품의 안전성을 판단하는 안전검사를 실시하며, 이러한 실험·검사결과를 토대로 종합적인 보고서를 작성한다. 
- 식품공학기술자 중 식품감시원은 백화점 및 할인마트의 식품코너, 식품생산업체 등에서 판매되거나 조리되는 식품이 안전하게 소비자에게 유통되고 판매되는지를 관리하고 감독한다.
- 식품가공, 생산포장, 품질관리에 관한 개선된 방법과 기술을 개발하고, 생산현장에서 생산라인의 책임자를 지도하거나 제조공정을 감독하는 작업도 수행한다.","김치 및 절임 식품 제조원,가공식품개발연구원,식품소재개발연구원,식품공학기술자,제면식품연구원,발효식품연구원,김치연구원,레토르트식품연구원,떡연구원",4천만원 ↑,162,보통이상,454,"104728,104728",,104091,100001,식품공학기술자,매우좋음
공학 전문직,"- 신경회로망연구원은 영상 및 음성인식, 로봇의 제어, 통신 등에 사용되는 인공지능형 반도체 및 응용기술을 연구하고 개발하는 일을 담당한다. 
- 인간의 뇌와 뇌세포 구조에 대한 지식을 바탕으로 컴퓨터나 로봇 등이 인간과 같이 사고하고 학습하는 능력을 갖는 것을 가능케 하는 프로그램을 개발, 연구한다. 
- 영상인식, 음성인식, 로보트제어, 표적인식, 통신 등에 사용되는 응용기술을 연구한다.",인공지능전문가,4천만원 ↑,98,좋음,454,"104729,104729",,104052,100003,신경회로망연구원,매우좋음
이학 전문직,"- 새로운 의약품을 개발하기 위하여 생명체에 특별한 작용을 가지는 화합물(두 가지 이상의 원소가 화학 변화를 통하여 만들어진 물질)을 발견하고, 원리에 기초하여 후보 화합물을 설계하고, 실제로 합성하여 화합물의 생리활성(생체기능이나 활동)을 확인한다.  
- 항바이러스계 신약, 화학요법제 및 의약품 원료, 중간체합성(복잡한 화학구조를 갖고 있는 합성 의약품의 주성분 제조) 등에 관하여 연구·개발한다. 
- 항생물질(미생물에 의해 만들어진 물질로서, 세균이나 기타 미생물을 파괴하거나 발육을 억제하는 물질), 생리활성물질(생물이 삶을 영위함에 있어서 생체의 기능을 증진시키거나 억제시키는 물질), 생화학제제(강력하게 면역계의 작용을 억제시키는 물질), 화학요법제(병원미생물이나 새로운 생물에 선택적으로 직접 작용해 효과를 나타내는 약물) 등을 분석하여 새로운 의약품을 연구·개발한다.","신약개발원, 제약연구원,신약개발원,제약연구원",4천만원 ↑,1436,매우좋음,454,104760,,103787,100001,신약개발연구원,매우좋음
일반 서비스직,"- 신용관련추심원은 은행이나 카드사 등 금융기관의 채권관리부서 또는 신용정보회사에 고용되어 채무자의 미납된 빚을 받아내는 업무를 담당한다. 
- 요금미납 등 연체금을 회수하기 위해 고객에게 연체 및 체납사실을 전화나 우편으로 알리고 연체금 납입을 독촉한다.
- 채권자의 위임을 바탕으로 채무자의 재산조사, 변제의 촉구, 변제금 수령 등과 같은 채권 회수 업무를 수행한다.","채권추심원,채권회수자,추심원",4천만원 ↑,1101,매우좋음,454,104752,,103772,100008,신용관련추심원,보통미만
금융 및 경영 관련직,"- 신용조사원은 기업의 사업내용, 거래실적, 설비규모, 자산구성, 경영자의 능력 등 기업체나 개인의 경영상태 및 신용도를 조사하고 검토한다.  
- 의뢰자로부터 개인이나 기업체에 대한 신용 조사 의뢰를 하고, 조사대상업체의 문제점 및 중점 조사할 내용을 판단한다.
- 신용 조사 대상자와 직접 면접을 하고 조사 대상자의 신용 상태에 대한 자료를 수집하고 분석, 평가한다.  
- 신용 조사 대상자의 분석 결과를 바탕으로 조사개요, 현황, 전망, 재무상태, 은행거래상황 등을 기록하는 신용평가자료를 최종적으로 작성하여 신용조사 의뢰자에게 제공한다. 
- 보고서를 의뢰자에게 제공한 다음, 수시 또는 정기적 사후 조사를 실시하여 변동사항이 있을 경우 수정보완하여 제출하는 업무를 수행하기도 한다.",,4천만원 ↑,231,매우좋음,454,104741,,103764,100007,신용조사원,매우좋음
일반운전 관련직,"- 신호원 및 수송원은 철도교통이 원활하고 효율적으로 운행될 수 있도록 통제탑이나 신호소에서 신호기와 전철기를 조작하며, 수신호나 깃발신호로 기관차의 속도나 정지 등을 조정한다. 

- 신호원은 열차 운전원과 연락하여 열차의 운행계획이나 시간표 등을 확인하고 역내로 진입하는 열차를 관찰하며, 연결선로와 신호기의 색상이 일치하는지 등을 확인한다. 

- 신호원은 임시 또는 특별열차의 운행에 필요한 신호기와 전철기의 조작명령을 받고 관제패널 스위치를 조작한다. 

- 수송원은 역내 또는 광산 등에 운반할 화물과 지정된 명령문을 확인한 다음, 차량의 연결순서를 결정하고 손신호나 깃발신호로 철도 신호원에게 신호를 보내고 열차를 지정된 철도 노선으로 인도한다.",역무원,4천만원 ↑,390,좋음,454,104721,,103871,100014,신호원 및 수송원,보통미만
