profession,summary,similarJob,salery,jobdicSeq,equalemployment,totalCount,aptd_type_code,prospect,job_ctg_code,job_code,job,possibility
고급 운전 관련직,"- 항공교통관제사는 항공기의 안전한 이착륙을 돕기 위하여 비행기조종사에게 기상, 풍속 등의 정보를 제공하고 항공교통을 지휘한다. 
- 관제탑에서 항공기의 이륙 및 착륙신고서를 확인하고 활주로 및 공항주변의 기상상태를 점검한다. 
- 이륙 및 착륙하고자 하는 항공기조종사와 항공기의 목적지, 항공기 상태, 연료의 잔유량 등에 대해 교신한다. 
- 해당 항공기의 이·착륙 활주로, 예정시간, 순서 등을 배정하여 유도하고 이·착륙을 허가한다. 
- 접근관제소에서 운항중인 항공기의 위치와 고도 등을 확인하고 항로의 상태를 파악하여 고도의 상승 및 강하수준을 지시한다. 
- 비상상황 발생 시 관련기관에 연락을 취하고 비상착륙방법 및 비상활주로에 대해 안내한다.",,4천만원 ↑,148,매우좋음,454,104727,,103869,100003,항공교통관제사,보통미만
기능직,"- 항공기·선박 조립 및 검사원은 항공기나 선박을 제작하기 위해 외장 부분과 내부 악세서리 등을 조립ㆍ부착하여 항공기 또는 선박을 완성하거나 완성품의 품질을 검사한다. 
- 항공기·선박 조립원은 만들어진 부품, 구성품을 용접기, 동력공구, 호이스트 등을 사용하여 탑재한다. 
- 항공기·선박 조립원들은 운송 및 수송차량를 제작하기 위하여 내부 구성품을 조립하고 하위 부품으로 만든 후 완성품을 제작한다. 
- 손과 공구 및 설비를 사용하며, 로봇 및 고정자동설비 등과 같은 자동 조립설비 또한 사용한다. 
- 항공기·선박 검사원 및 시험원들은 부품, 하위 부품 및 최종 생산품을 검사하고 시험하여, 조립원들의 작업이 정확하고 품질기준에 적합한가를 확인한다. 이들은 미터기, 분석기 및 타이밍 라이트와 같은 시험도구를 사용한다.",,4천만원 ↑,1136,보통미만,454,104722,,103980,100004,항공기·선박조립 및 검사원,매우좋음
기능직,"- 항공기정비원은 항공기의 안전 운행을 위해 항공기의 동체 및 엔진, 계기 등을 조립, 조정, 정비한다. 
- 고장의 위치, 범위, 정도와 잠재적 불량상태 등을 확인하기 위하여 시험측정기구를 사용하여 각 부분을 진단,검사한다. 
- 고장부위를 분해하고 수리 또는 교체의 필요성을 판단하기 위하여 명세서와 비교,검사하고 작동상태를 평가한다. 
- 고장나거나 사용한계치를 초과하는 부품을 교체하고, 연료, 오일 및 기타 보급품을 채운다. 
- 설치 또는 수리부분의 작동상태를 검사, 확인한다.","제트엔진수리원,항공기계기정비원,항공기기체정비검사원,항공기동체정비원,항공기보조기계정비원,항공기부속품기계원,항공기정비사",4천만원 ↑,149,보통미만,454,104722,,103992,100004,항공기정비원,매우좋음
공학 전문직,"- 항공우주공학기술자는 공기 중을 비행하는 물체 즉, 여객기, 전투기, 우주선 등의 각종 비행물체를 설계하고 개발하는 일을 담당한다. 
- 항공기의 본체나 시스템 및 전자설비(레이더 등)를 설계하고, 실험 연구를 통해 새로운 항공공학기술을 개발한다. 
- 다목적 인공위성, 로켓개발 등과 같은 프로젝트에 참여하여, 기체나 시스템 및 각종 장비를 연구하고 설계한다. 
- 항공기 제조 공정을 감독하고 관련 기술을 지도하기도 한다.",,4천만원 ↑,151,보통미만,454,"104729,104729",,103983,100003,항공우주공학기술자,좋음
이학 전문직,"- 해부학연구원은 사람과 동물의 형태, 구조 및 기타 해부학적 특성을 연구하여 과학지식을 증진하고 의학 및 관련분야에 적용하기 위한 연구를 담당한다. 
- 대학에서 학생들이 인체의 정상 구조와 각 장기들의 상호 관계를 학습하고 의학교육에 필요한 기초 지식을 쌓을 수 있도록 가르친다. 
- 해부 실습을 통해 사람과 동물의 신체 구조를 확인하고 해부학적 특성을 연구한다.",해부학자,4천만원 ↑,38,매우좋음,454,104760,,103787,100001,해부학연구원,매우좋음
공학 전문직,"- 해양공학기술자는 항만개발, 임해공업단지조성 및 개발 등을 위해 전문지식을 이용하여 기초자료를 조사, 분석하고 해양환경현황을 조사, 관측, 평가, 계획한다. 
- 항만개발, 임해공업단지조성, 연안해양의 물리현상 등의 조사, 관측을 목적으로 각종 관측과 기상관측을 통하여 환경영향평가 및 위치적 타당성을 검토한다. 
- 흙의 일반적인 성질과 압밀, 침하, 활동현상을 분석하고, 토압의 산정과 구조물의 하중에 대한 지지력을 추적하여 해안보전 시설물, 방파제, 방사제, 호안시설 등 해양구조물의 안정을 위한 합리적인 설계 및 도면작성, 재료선택, 시공 및 시공에 따른 오염물의 확산, 해안건설공사로 인한 생태계의 영향 등을 분석한다.
- 해수의 특성, 해양생물의 분포 등을 조사하여 해양환경도를 작성하고, 해역에 띄운 부이(buoy)를 인공위성으로 추적하여 해류도를 제작한다. 
- 적조원인 및 확산경로 연구, 연안에서의 해류이동 및 에너지 연구 등을 통해 효과적인 방제기술을 개발하고 조기탐지기술을 연구한다. 
- 선박 및 해사관련 정보시스템 개발, 해양관측시스템 개발, 심해저 광물자원 탐사 등의 업무를 수행하며, 항만 물류시스템의 구축에 관한 연구개발업무를 수행하기도 한다.","수질환경기술자,폐기물처리기술자,해양관련사업체관리자,해양환경기술자",4천만원 ↑,1081,보통미만,454,"104729,104729",,104106,100001,해양공학기술자,매우좋음
공학 전문직,"- 해양수산기술자는 수산자원의 관리, 증식 및 양식, 수산물의 생산과 가공 등에 관련된 연구와 기술개발업무를 담당한다. 
- 수산업의 진흥을 위해 해양수산기술자는 해산어류의 생태를 파악하고, 해산어류의 품질과 생산성을 높이기 위한 각종 양식기법 개발에 대한 연구를 수행한다. 
- 어획통계, 어장환경 등의 자료를 수집하고 분석하여, 수산정책의 기초자료가 되는 어장정보를 제공한다. 
- 어민들에 대한 기술지도와 어업경영지도 업무를 담당한다. 
- 적조, 적조생물, 수산물양식 등에 대한 조사를 한다.","해양물리기술자,해양화학기술자,해양생물기술자,해양지질기술자,해양자원개발기술자,수산기술자",4천만원 ↑,195,보통미만,454,"104729,104729",,104106,100001,해양수산기술자,매우좋음
이학 전문직,"- 해양학연구원은 해양기후ㆍ환경, 해양생물자원, 해저환경ㆍ자원, 해양안전방제, 해양운송시스템 등 해양 전반에 관련된 과학기술과 정책 개발에 관한 연구를 담당한다. 
- 해수의 특성이나 수질, 해양생물의 분포 등을 조사하여 해양의 도면 및 환경도를 작성한다. 
- 물리, 화학, 생물, 지질 등의 다양한 접근방법을 통해 해양의 무궁무진한 잠재력을 극대화하고 해양 속에 존재하는 생물자원과 비생물자원의 효율적 개발과 이용방법에 대해 연구한다. 
- 국제물류환경의 변화나 체계, 우리나라의 물류체계 등을 연구하며, 항만 물류시스템의 구축에 관련한 여러 가지 연구개발 업무를 수행한다.",해양학자,4천만원 ↑,39,매우좋음,454,104760,,103786,100001,해양학연구원,매우좋음
공학 기술직,"- 해양환경기사는 물리, 화학, 지질 및 해양생물학적 지식과 기술을 활용하여 해양개발에 필요한 기초 조사 및 연구를 한다. 
- 기름배출사고시, 배출의 방지 및 수거·처리와 배출된 기름의 확산 방지 및 제거 등의 조치를 취한다.
- 해수의 물성(수온, 압력, 염분), 해저 지각의 운동, 해저 퇴적물의 분포 및 특성 등에 대한 분석을 통해 해양학적 자원을 개발한다.
- 해양환경에 대한 공학적 기술 이론 지식을 가지고 해양 구조물을 연구, 설계하고 해양 구조물의 시공을 감독한다.","해양오염방제사, 해양환경연구원, 해양오염관리자,해양오염방제사,해양오염관리자,해양환경연구원",4천만원 ↑,1006,보통미만,454,"104728,104728",,104098,100001,해양환경기사,매우좋음
기획서비스직,"- 행사기획자는 기업의 이미지를 높이거나 지역 진흥을 위한 전시회, 시사회, 축제, 자동차 시승회, 국제회의 등 다양한 행사의 기획 및 섭외, 실행을 한다.
- 설문조사, 시장조사, 관련 자료 및 데이터 분석 등 행사에 필요한 자료를 수집·분석하고, 팀원과의 회의를 거쳐 행사의 틀을 잡는다.
- 행사 주최에 대해 논의하기 위해 의뢰업체와 후원자들을 만나 행사의 범위 및 형식을 계획하고 예산을 세우며 행사에 필요한 지원자들을 고용한다.
- 행사 프로그램에 관한 홍보자료를 준비하고 행사를 선전하여 행사 참가자 조직을 구성한다.
- 참가자들에 대한 숙박 및 운송, 연회, 디스플레이, 통역, 비디오ㆍ오디오 장비, 인쇄물 및 보안과 같은 행사 서비스를 조정한다.","컨퍼런스 및 회의기획자,이벤트기획자,이벤트전문가",3천만원 ↑,951,보통이상,454,104747,,103753,100013,행사기획자,매우좋음
법률 및 사회활동 관련직,"- 행정부고위공무원은 정부의 정책을 결정하고 예산 및 법령안을 작성ㆍ수정하며, 외국에서 국가를 대표ㆍ대리한다. 

- 정부의 정책을 결정하고 예산 및 법령안을 작성, 수정하며 정부부처의 법령을 해석하고 적용한다. 

- 정책수행을 기획, 조직 및 통제하고 외국에서 국가를 대표ㆍ대리한다. 

- 정부부처의 관련 행정업무를 기획, 지휘, 조정한다. 

- 각급 지방자치단체의 구역, 조직 및 행정관리, 주민복지증진, 산업진흥과 지역개발 및 주민생활 환경의 설치, 관리 등 지방행정 분야의 정책수행을 기획, 조직 및 통제한다.","국회의원,지방의회의원,외교관",4천만원 ↑,1278,좋음,454,"104759,104759,104759",,103713,100013,행정부고위공무원,보통미만
인문 및 사회과학 관련직,"- 행정학연구원은 중앙 정부나 지방자치단체 등에서 나타나는 다양한 문제점들을 해결하기 위해 주요 과제들을 체계적, 전문적으로 조사연구하여 그에 대한 행정학적 해결방안 및 대안들을 개발한다. 
- 조세, 경제, 문화, 경찰 등 다양한 분야의 행정체계에 대해 연구한다. 
- 여러 유형의 공공과제 및 문제를 해결하기 위한 효율적 행정운영체계를 수립하고 합리적 의사결정과 관리 방법 및 기술을 연구, 개발한다. 
- 복잡 다양한 국가운영을 효율적으로 관리하고 전체 국가사회부분간의 균형적 발전을 이루는데 이바지할 수 있는 정책들을 연구, 개발한다.","행정학자,행정가",4천만원 ↑,1105,매우좋음,454,"104742,104742",,103789,100001,행정학연구원,매우좋음
기획서비스직,"- 헤드헌터는 기업의 임원이나 기술자 등 고급인력을 필요로 하는 업체에 원하는 인력의 선정에서부터 평가, 알선단계까지 적정인력을 소개해 준다. 

- 인재 추천의뢰 기업체를 방문하여 그 기업의 비전과 조직 구조, 조직 문화, 향후 경력 개발 경로(Career Path), 채용하고자 하는 직종의 직무기술서(직위, 연봉, 학력, 경력, 외국어 실력 등) 등 필요한 자료를 확보한다.

- 의뢰한 인재에 적합한 사람을 직책이나 나이, 연봉 등의 기준을 토대로 범위를 좁혀가며 몇 배수 선발하고, 대상 자의 업무 수행 능력과 됨됨이(인성)를 중심으로 인터뷰를 실시한다.

- 직무 중심의 경력사항, 학력 등 객관적인 평가 자료와 함께 후보자의 인성, 전직이유, 업무 수행 능력, 연봉 액수, 건강상태 등을 자세히 기술한 평가서를 작성한다.

- 철저한 분석 작업을 거친 다음 추천 대상자의 업무 능력, 조직에서의 역할, 장단점, 주변평가 등을 정리해서 기업고객에게 보낸다.","직업상담사,인력컨설턴트,직업상담 및 취업알선원",4천만원 ↑,1279,보통미만,454,104747,,103829,100013,헤드헌터,보통미만
